time,body
1543587000,"Bitmain joins index producers with the Bitmain Crypto Index, which tracks 17 cryptocurrencies"
1543586456,"The pro boxer and the music producer have been charged by the regulator for promoting ICOs without disclosing payments received. Professional boxer Floyd Mayweather and American DJ and music producer Khaled Mohamed Khaled had used their influence to pump up initial coin offerings (ICOs) without revealing to investors that they had been paid a promotional...The post Floyd Mayweather, DJ Khaled Face Music from the SEC appeared first on Live Bitcoin News."
1543585466,"The global chief economist of Swiss financial giant UBS, Paul Donovan, has reiterated his position that cryptocurrencies have no &#8216;future&#8217;. Speaking to business channel CNBC, Donovan said that cryptocurrencies are flawed and will never go mainstream. According to Donovan, from the time bitcoin and other cryptocurrencies started rallying to stratospheric levels towards the end of &#8230; ContinuedThe post Flawed Cryptocurrencies Will Never be a Store of Value, Claims UBS&#8217; Chief Economist appeared first on CCN"
1543584958,"The creator of ethereum, Vitalik Buterin, has just been awarded an honorary doctorate for his work on blockchain technology."
1543584939,"Deutsche Bank&#8217;s headquarters and five other offices have been raided by 170 police officers, prosecutors, and tax inspectors over money laundering allegations. The bank&#8217;s written and electronic business documents were reportedly seized. Its employees allegedly helped clients set up offshore companies to launder money. Also read:Indian Supreme Court Moves Crypto Hearing, Community Calls for Positive [&#8230;]The post Deutsche Bank Headquarters Raided by 170 Police Officers Over Money Laundering appeared first on Bitcoin News."
1543583370,"TL;DR Satoshi Nakamoto&#8217;s P2P profile has just had sent an update on his P2P,consists only of the word &#8220;nour&#8221;, quotation marks included. Many are now questioning whether this is the real Nakamoto, as his profile suspected of being compromised four years ago. Satoshi Nakamoto, a person or a group that is responsible for the creation [&#8230;]The post Message From Above? Satoshi&#8217;s P2P Profile Posted One Word appeared first on CryptoPotato."
1543583139,"After four years of silence, an account know to have belonged to Satoshi Nakamoto, bitcoin&#8217;s inventor, stated just one word: nour. What that means exactly is not very clear. Some...The post Did Satoshi Nakamoto Just Say &#8220;Nour&#8221; and Who is Wagner Tamanaha, Nakamoto&#8217;s New &#8220;Friend&#8221;? appeared first on Trustnodes."
1543582776,"Cryptocurrency mining malware attacks, which infected over five million people in the first three quarters of 2018 alone could be entering your systems via pirated software and content. Malicious cryptocurrency mining is thebiggest threat to internet users in 2018, leaving behind ransomware which had been most prevalent over the last few years. The findings come [&#8230;]Pirated Content and Software Drives Malicious Crypto Mining, Says New Report by Kaspersky Lab was originally found on [blokt] - Blockchain, Bitcoin &amp; Cryptocurrency News."
1543582739,"Envion AG, a crypto-based firm that aimed to combine cryptocurrency mining with green power, has been shut down by the cantonal court of Zug, Switzerland. The company was reportedly dissolved due to an alleged unauthorized Initial Coin Offering (ICO) on November 28,&#160;local German news outlet Handelsblatt reports. Envion was established to serve as an off-gridThe post Court Orders Swiss Crypto Mining Firm Envion to Shut Down appeared first on CCN"
1543581605,Bitmain has launched a new index tracking the performance of major cryptocurrencies as a benchmark for investors.
1543581420,A new patent filed by U.S. tech company Intel allows for the optimization of Bitcoin mining and reduction of energy costs
1543581034,"Bitcoin, the flagship cryptocurrency, has recently seen its price decline after it recovered from a sell-off that saw its price dip below the $4,000 mark for the first time since September of 2017. Notably, BTC has been holding on to the $4,000 mark."
1543581017,"On the 1-hour chart, the crypto&#39;s price is in a sideways trend. In the loger time frame, the crypto&#39;s price is above the 12-day EMA and the 26-day EMA indicating that price is rising. The trend line has been broken and the following candlesticks closed on the opposite of the trend line."
1543581001,"The Bitcoin price fellow below $4000 again November 30 as upward momentum stalled, taking the largest cryptocurrency to local lows of $3920. $4.4K Spelled Rejection For Bitcoin As of press time Friday, BTC/USD was circling $3950 after climbing as high as $4390 a day earlier. The turnaround continues the trend of volatility which began two weeks ago with the advent of the Bitcoin Cash hard fork. In the intervening period, analysts and pundits have revisedRead MoreThe post Bitcoin Price Says Goodbye To $4K Again as $3K Support Could Be Next appeared first on Bitcoinist.com."
1543580371,"The largest exchange in the US, Coinbase has will soon launch trading for privacy coin Zcash (ZEC). The exchangestarted accepting deposits for the coin on November 29 at 10 am PT. Deposits will be accepted at least 12 hours before trading is enabled on the platform. The platform will start the ZEC/USDC order book once [&#8230;]Zcash Launches on Coinbase Pro was originally found on [blokt] - Blockchain, Bitcoin &amp; Cryptocurrency News."
1543580340,A German alternative investment fund manager has announced plans to open a Bitcoin mining fund with an initial planned volume of $34 million - $57 million
1543580323,"Bitcoin finds itself staring at a difficult weekend again, as its price falls below $4000&#8230; Well, it was too good to last. For the last day or two, the cryptocurrency board has made better reading than most days this month, with green ink and at one stage double digit percentage point increases in cryptocurrency prices. [&#8230;]The post Bitcoin drops below $4000 again, ending mini-recovery appeared first on CryptoNewsReview."
